time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133514200,-167.727339,-48.270041,47.029682,8.287657,8.240040,NaN,NaN,NaN
20200203T133514300,-167.567702,-48.403461,47.029681,8.287660,8.058600,NaN,NaN,NaN
20200203T133514400,-167.430869,-48.492409,47.029680,8.287661,7.894080,NaN,NaN,NaN
20200203T133514500,-167.256027,-48.581357,47.029679,8.287664,7.765200,NaN,NaN,NaN
20200203T133514600,-167.103990,-48.681423,47.029678,8.287666,7.511760,NaN,NaN,NaN
20200203T133514700,-166.883538,-48.825963,47.029677,8.287669,7.500960,NaN,NaN,NaN
20200203T133514800,-166.685891,-48.992738,47.029676,8.287671,7.599960,NaN,NaN,NaN
20200203T133514900,-166.503448,-49.137277,47.029674,8.287674,7.683480,NaN,NaN,NaN
20200203T133515000,-166.321005,-49.259579,47.029673,8.287676,7.755120,NaN,NaN,NaN
20200203T133515100,-166.130958,-49.348528,47.029672,8.287679,7.853400,NaN,NaN,NaN
20200203T133515200,-165.895302,-49.493068,47.029671,8.287682,8.020800,NaN,NaN,NaN
20200203T133515300,-165.705255,-49.582017,47.029670,8.287684,8.083080,NaN,NaN,NaN
20200203T133515400,-165.515210,-49.715438,47.029669,8.287687,8.224920,NaN,NaN,NaN
20200203T133515500,-165.309962,-49.882213,47.029668,8.287689,8.433000,NaN,NaN,NaN
20200203T133515600,-165.127519,-50.037870,47.029666,8.287692,8.605800,NaN,NaN,NaN
20200203T133515700,-164.922270,-50.193527,47.029665,8.287694,8.652960,NaN,NaN,NaN
20200203T133515800,-164.717021,-50.326948,47.029663,8.287697,8.689680,NaN,NaN,NaN
20200203T133515900,-164.511772,-50.460369,47.029662,8.287700,8.722440,NaN,NaN,NaN
20200203T133516000,-164.336929,-50.538200,47.029662,8.287702,8.655840,NaN,NaN,NaN
20200203T133516100,-164.101272,-50.671622,47.029660,8.287705,8.748720,NaN,NaN,NaN
20200203T133516200,-163.896024,-50.849515,47.029659,8.287708,8.778240,NaN,NaN,NaN
20200203T133516300,-163.728784,-50.982935,47.029658,8.287710,8.826480,NaN,NaN,NaN
20200203T133516400,-163.523534,-51.094120,47.029657,8.287713,8.878680,NaN,NaN,NaN
20200203T133516500,-163.280274,-51.194188,47.029656,8.287716,8.896680,NaN,NaN,NaN
20200203T133516600,-163.082626,-51.294255,47.029655,8.287719,8.846280,NaN,NaN,NaN
20200203T133516700,-162.877375,-51.372087,47.029654,8.287721,8.744040,NaN,NaN,NaN
20200203T133516800,-162.664523,-51.449918,47.029653,8.287724,8.640360,NaN,NaN,NaN
20200203T133516900,-162.421263,-51.583340,47.029652,8.287727,8.686800,NaN,NaN,NaN
20200203T133517000,-162.231219,-51.738997,47.029651,8.287730,8.758800,NaN,NaN,NaN
20200203T133517100,-162.003162,-51.839065,47.029650,8.287733,8.719200,NaN,NaN,NaN
20200203T133517200,-161.752301,-51.939133,47.029649,8.287736,8.720280,NaN,NaN,NaN
20200203T133517300,-161.531846,-52.028082,47.029648,8.287739,8.681400,NaN,NaN,NaN
20200203T133517400,-161.326595,-52.083678,47.029648,8.287742,8.574480,NaN,NaN,NaN
20200203T133517500,-161.068129,-52.128156,47.029647,8.287745,8.580240,NaN,NaN,NaN
20200203T133517600,-160.847675,-52.217106,47.029646,8.287748,8.645760,NaN,NaN,NaN
20200203T133517700,-160.657628,-52.306055,47.029646,8.287751,8.604720,NaN,NaN,NaN
20200203T133517800,-160.444776,-52.406122,47.029645,8.287753,8.613360,NaN,NaN,NaN
20200203T133517900,-160.201516,-52.495072,47.029644,8.287757,8.572320,NaN,NaN,NaN
20200203T133518000,-159.965857,-52.572904,47.029643,8.287760,8.584920,NaN,NaN,NaN
20200203T133518100,-159.753004,-52.639618,47.029643,8.287762,8.445600,NaN,NaN,NaN
20200203T133518200,-159.532549,-52.706331,47.029642,8.287765,8.349120,NaN,NaN,NaN
20200203T133518300,-159.289288,-52.773045,47.029642,8.287769,8.430480,NaN,NaN,NaN
20200203T133518400,-159.061233,-52.928703,47.029640,8.287771,8.501760,NaN,NaN,NaN
20200203T133518500,-158.855982,-53.006534,47.029639,8.287774,8.397000,NaN,NaN,NaN
20200203T133518600,-158.605119,-53.073248,47.029639,8.287778,8.449200,NaN,NaN,NaN
20200203T133518700,-158.346654,-53.128845,47.029638,8.287781,8.589960,NaN,NaN,NaN
20200203T133518800,-158.171810,-53.184439,47.029638,8.287783,8.456400,NaN,NaN,NaN
20200203T133518900,-157.936151,-53.228917,47.029637,8.287786,8.418600,NaN,NaN,NaN
20200203T133519000,-157.685287,-53.273395,47.029637,8.287790,8.443800,NaN,NaN,NaN
20200203T133519100,-157.487638,-53.351226,47.029636,8.287792,8.444160,NaN,NaN,NaN
20200203T133519200,-157.259582,-53.440176,47.029636,8.287795,8.404560,NaN,NaN,NaN
20200203T133519300,-156.985912,-53.484655,47.029635,8.287799,8.478720,NaN,NaN,NaN
20200203T133519400,-156.742651,-53.540251,47.029635,8.287802,8.518680,NaN,NaN,NaN
20200203T133519500,-156.529797,-53.584728,47.029634,8.287805,8.456400,NaN,NaN,NaN
20200203T133519600,-156.271332,-53.640325,47.029634,8.287808,8.422200,NaN,NaN,NaN
20200203T133519700,-155.982459,-53.684804,47.029633,8.287812,8.481240,NaN,NaN,NaN
20200203T133519800,-155.739199,-53.795990,47.029632,8.287815,8.686800,NaN,NaN,NaN
20200203T133519900,-155.511142,-53.862703,47.029632,8.287818,8.706600,NaN,NaN,NaN
20200203T133520000,-155.260278,-53.896064,47.029631,8.287822,8.715960,NaN,NaN,NaN
20200203T133520100,-155.001812,-53.929424,47.029631,8.287825,8.880120,NaN,NaN,NaN
20200203T133520200,-154.788958,-53.962783,47.029631,8.287828,8.815320,NaN,NaN,NaN
20200203T133520300,-154.545695,-53.973907,47.029631,8.287831,8.691480,NaN,NaN,NaN
20200203T133520400,-154.287229,-53.996150,47.029631,8.287834,8.717400,NaN,NaN,NaN
20200203T133520500,-154.021163,-54.073982,47.029630,8.287838,8.861400,NaN,NaN,NaN
20200203T133520600,-153.777901,-54.140696,47.029629,8.287841,8.800920,NaN,NaN,NaN
20200203T133520700,-153.496630,-54.185175,47.029629,8.287845,8.827920,NaN,NaN,NaN
20200203T133520800,-153.192552,-54.185183,47.029629,8.287849,8.960040,NaN,NaN,NaN
20200203T133520900,-152.964492,-54.174070,47.029629,8.287852,8.902080,NaN,NaN,NaN
20200203T133521000,-152.713627,-54.151841,47.029629,8.287855,8.875440,NaN,NaN,NaN
20200203T133521100,-152.462762,-54.151847,47.029629,8.287858,8.901360,NaN,NaN,NaN
20200203T133521200,-152.204297,-54.185207,47.029629,8.287862,9.038520,NaN,NaN,NaN
20200203T133521300,-151.983842,-54.263039,47.029628,8.287865,8.958240,NaN,NaN,NaN
20200203T133521400,-151.687365,-54.274164,47.029628,8.287869,9.044640,NaN,NaN,NaN
20200203T133521500,-151.406093,-54.263053,47.029628,8.287872,9.131400,NaN,NaN,NaN
20200203T133521600,-151.178034,-54.263058,47.029628,8.287875,9.097200,NaN,NaN,NaN
20200203T133521700,-150.934771,-54.263064,47.029628,8.287878,8.969400,NaN,NaN,NaN
20200203T133521800,-150.676304,-54.251953,47.029628,8.287882,8.864280,NaN,NaN,NaN
20200203T133521900,-150.387430,-54.285314,47.029628,8.287886,8.998920,NaN,NaN,NaN
20200203T133522000,-150.136566,-54.307556,47.029628,8.287889,8.963280,NaN,NaN,NaN
20200203T133522100,-149.832488,-54.307563,47.029628,8.287893,9.079200,NaN,NaN,NaN
20200203T133522200,-149.551214,-54.274216,47.029628,8.287897,9.213120,NaN,NaN,NaN
20200203T133522300,-149.338359,-54.251985,47.029628,8.287899,9.212760,NaN,NaN,NaN
20200203T133522400,-149.125504,-54.240872,47.029628,8.287902,8.998920,NaN,NaN,NaN
20200203T133522500,-148.882240,-54.218642,47.029629,8.287905,8.912880,NaN,NaN,NaN
20200203T133522600,-148.623774,-54.218649,47.029629,8.287909,8.962200,NaN,NaN,NaN
20200203T133522700,-148.372909,-54.218655,47.029629,8.287912,8.911800,NaN,NaN,NaN
20200203T133522800,-148.129646,-54.196425,47.029629,8.287915,8.899200,NaN,NaN,NaN
20200203T133522900,-147.916790,-54.151958,47.029629,8.287918,8.794080,NaN,NaN,NaN
20200203T133523000,-147.696332,-54.107491,47.029629,8.287921,8.702640,NaN,NaN,NaN
20200203T133523100,-147.491077,-54.040788,47.029630,8.287924,8.416080,NaN,NaN,NaN
20200203T133523200,-147.217405,-53.974087,47.029631,8.287927,8.349480,NaN,NaN,NaN
20200203T133523300,-146.989346,-53.962974,47.029631,8.287930,8.443080,NaN,NaN,NaN
20200203T133523400,-146.761288,-53.974098,47.029631,8.287933,8.439480,NaN,NaN,NaN
20200203T133523500,-146.502819,-53.896278,47.029631,8.287937,8.448120,NaN,NaN,NaN
20200203T133523600,-146.267156,-53.796222,47.029632,8.287940,8.536680,NaN,NaN,NaN
20200203T133523700,-146.046697,-53.718401,47.029633,8.287943,8.555400,NaN,NaN,NaN
20200203T133523800,-145.826238,-53.640581,47.029634,8.287946,8.467200,NaN,NaN,NaN
20200203T133523900,-145.628585,-53.529406,47.029635,8.287948,8.475120,NaN,NaN,NaN
20200203T133524000,-145.423331,-53.484939,47.029635,8.287951,8.524080,NaN,NaN,NaN
20200203T133524100,-145.225679,-53.451590,47.029635,8.287954,8.481600,NaN,NaN,NaN
20200203T133524200,-145.005220,-53.373769,47.029636,8.287956,8.351640,NaN,NaN,NaN
20200203T133524300,-144.754353,-53.273713,47.029637,8.287960,8.413200,NaN,NaN,NaN
20200203T133524400,-144.541496,-53.151420,47.029638,8.287963,8.490240,NaN,NaN,NaN
20200203T133524500,-144.389455,-53.073598,47.029639,8.287965,8.296200,NaN,NaN,NaN
20200203T133524600,-144.222209,-52.962422,47.029640,8.287967,8.121960,NaN,NaN,NaN
20200203T133524700,-144.108177,-52.862363,47.029641,8.287968,7.972920,NaN,NaN,NaN
20200203T133524800,-143.895321,-52.806778,47.029641,8.287971,7.836480,NaN,NaN,NaN
20200203T133524900,-143.690065,-52.673367,47.029642,8.287974,7.789320,NaN,NaN,NaN
20200203T133525000,-143.469606,-52.584429,47.029643,8.287977,7.837920,NaN,NaN,NaN
20200203T133525100,-143.241544,-52.451018,47.029644,8.287980,7.986960,NaN,NaN,NaN
20200203T133525200,-142.998279,-52.350962,47.029645,8.287983,8.010720,NaN,NaN,NaN
20200203T133525300,-142.853839,-52.228668,47.029646,8.287985,7.874280,NaN,NaN,NaN
20200203T133525400,-142.663788,-52.106375,47.029648,8.287987,7.840440,NaN,NaN,NaN
20200203T133525500,-142.420523,-52.039672,47.029648,8.287990,7.927560,NaN,NaN,NaN
20200203T133525600,-142.230472,-51.939615,47.029649,8.287993,7.958160,NaN,NaN,NaN
20200203T133525700,-141.987206,-51.806205,47.029650,8.287996,8.211240,NaN,NaN,NaN
20200203T133525800,-141.759145,-51.672794,47.029651,8.287999,8.430120,NaN,NaN,NaN
20200203T133525900,-141.531083,-51.561620,47.029652,8.288002,8.480160,NaN,NaN,NaN
20200203T133526000,-141.333429,-51.405973,47.029654,8.288005,8.541360,NaN,NaN,NaN
20200203T133526100,-141.135775,-51.272562,47.029655,8.288007,8.570520,NaN,NaN,NaN
20200203T133526200,-140.877306,-51.194742,47.029656,8.288011,8.621640,NaN,NaN,NaN
