"","Sensor","last_name","first_name","date","type","position","feature_distance","feature_d_speed_0_5","feature_d_speed_5_10","feature_d_speed_10_15","feature_d_speed_15_21","feature_d_speed_21_24","feature_d_speed_24_30","feature_d_speed_over30","feature_hid_d_15","feature_hid_d_21","feature_acc_3mss","feature_dec_3mss","feature_acc_3.5mss","feature_dec_3.5mss","feature_acc_4mss","feature_dec_4mss","feature_sprint_over24","feature_avg_speed","feature_max_speed","feature_max_acc"
"2363","18","EMINI","LORIK",2021-01-13 14:24:57,"practice","orik center",5.45,1.61,2.34,1.09,0.37,0.04,0.01,0,0.41,0.05,28,42,5,14,0,0,1,5.23,24.62,4
"2364","19","OWUSU","TYRON",2021-01-13 14:24:57,"practice","left forward",5.46,1.6,2.19,1.36,0.3,0.01,0,0,0.3,0.01,26,31,8,15,3,8,0,5.26,23.46,4.58
"2365","20","ALOUNGA","YVAN",2021-01-13 14:24:57,"practice","left forward",4.96,1.84,1.86,0.89,0.31,0.04,0.01,0,0.35,0.05,53,61,23,33,6,12,1,4.74,27.41,4.48
"2366","21","LINO","LANG",2021-01-13 14:24:57,"practice","right midfield",5.4,1.7,2.24,1.17,0.25,0.03,0.02,0,0.29,0.05,30,45,7,21,0,0,2,5.16,25.11,3.88
"2367","22","BURCH","MARCO",2021-01-13 14:24:57,"practice","right back",5.4,1.74,2.1,1.28,0.25,0.03,0.01,0,0.28,0.04,41,52,12,34,3,16,2,5.06,24.63,4.78
"2368","23","TAZAR","VAROL",2021-01-13 14:24:57,"practice","left forward",5.14,1.63,1.76,1.25,0.42,0.07,0.02,0,0.5,0.09,30,34,15,16,3,6,4,4.94,26.03,4.57
"2369","25","FRYDEK","MARTIN",2021-01-13 14:24:57,"practice","artin left",5.4,1.54,2.39,1.02,0.35,0.05,0.04,0,0.44,0.1,29,35,11,15,3,7,4,5.15,28.36,4.21
"2370","27","SCHWEGLER","CHRISTIAN",2021-01-13 14:24:57,"practice","right back",4.95,1.74,1.82,1.13,0.2,0.05,0.02,0,0.26,0.06,47,40,21,22,10,11,2,4.71,30.36,4.86
"2371","28","MARLEKU","MARK",2021-01-13 14:24:57,"practice","center forward",5.62,1.83,1.94,1.43,0.38,0.03,0,0,0.4,0.03,43,53,16,31,6,14,0,5.32,23.24,4.64
"2372","77","F","UGRINIC",2021-01-13 14:24:57,"practice","ilip center",5.77,1.66,2.35,1.36,0.36,0.03,0.01,0,0.39,0.04,41,37,12,16,2,6,1,5.57,25.3,4.76
"2373","2","KAKABADZE","OTAR",2020-03-13 09:00:09,"practice","right back",6.52,2.19,1.68,0.79,0.28,0.08,0.15,1.35,1.86,1.58,33,22,15,11,9,7,6,4.92,52.51,15.59
"2374","3","BÜRKI","MARCO",2020-03-13 09:00:09,"practice","left back",6.36,2.19,1.5,0.75,0.34,0.11,0.15,1.33,1.91,1.58,54,47,18,28,9,15,5,4.92,51.87,5.07
"2375","4","KNEZEVIC","STEFAN",2020-03-13 09:00:09,"practice","center back",5.61,2.09,1.82,1.09,0.39,0.05,0.07,0.1,0.61,0.22,47,37,20,14,10,6,3,4.39,39.42,4.89
"2376","5","ALVES","LUCAS",2020-03-13 09:00:09,"practice","center back",7.17,2.07,1.83,1.27,0.44,0.12,0.12,1.31,1.99,1.55,42,44,28,16,13,8,7,5.58,51.71,13.01
"2377","7","IBRAH","NDIAYE",2020-03-13 09:00:09,"practice","left forward",5.33,2.13,1.46,1.14,0.52,0.06,0.03,0,0.59,0.09,70,54,39,33,20,17,2,4.07,29.89,6.02
"2378","9","MARGIOTTA","F",2020-03-13 09:00:09,"practice","ran center",5.52,2.04,1.81,1.11,0.36,0.06,0.03,0.11,0.55,0.19,43,27,8,11,3,2,2,4.18,39.59,4.44
"2379","10","ELEKE","BLESSING",2020-03-13 09:00:09,"practice","center forward",5.11,2.51,1.62,0.78,0.18,0.02,0,0,0.19,0.02,32,36,17,18,6,7,1,3.8,24.11,4.64
"2380","11","SCHURPF","PASCA",2020-03-13 09:00:09,"practice","left forward",7.07,1.83,1.97,1.14,0.52,0.12,0.15,1.33,2.12,1.6,43,40,17,15,5,4,6,5.58,52.47,15.38
"2381","12","SIDLER","SYLVAN",2020-03-13 09:00:09,"practice","left back",5.36,2.5,1.55,0.87,0.29,0.07,0.07,0,0.43,0.14,56,58,33,28,13,16,7,3.94,27.55,5.6
"2382","13","NDENGE","TSIY",2020-03-13 09:00:09,"practice","center midfield",5.38,2.11,1.79,1.01,0.27,0.05,0.04,0.11,0.46,0.2,40,30,27,13,13,2,3,4.08,39.55,5.47
"2383","14","VOCA","IDRIZ",2020-03-13 09:00:09,"practice","center midfield",5.64,2.05,1.8,1.25,0.38,0.03,0.03,0.11,0.54,0.16,47,34,22,19,5,5,1,4.4,39.48,4.57
"2384","15","SCHULZ","MARVIN",2020-03-13 09:00:09,"practice","center midfield",5.69,2.2,1.98,1.04,0.31,0.02,0.03,0.11,0.46,0.16,41,17,12,8,2,3,1,4.35,39.31,4.15
"2385","17","GRETHER","SIMON",2020-03-13 09:00:09,"practice","right back",6.86,2.1,1.69,1.05,0.37,0.13,0.17,1.35,2.01,1.64,45,47,22,21,6,8,7,5.34,51.88,15.52
"2386","18","EMINI","LORIK",2020-03-13 09:00:09,"practice","orik center",5.17,1.94,1.88,1.03,0.27,0.04,0,0,0.3,0.04,42,57,19,24,4,12,1,3.99,24.43,4.69
"2387","20","DEMHASAJ","MIMI",2020-03-13 09:00:09,"practice","center forward",5.23,2.34,1.56,0.83,0.29,0.05,0.05,0.11,0.49,0.2,48,25,20,10,8,4,2,4.04,39.38,5.09
"2388","21","MALES","DARIAN",2020-03-13 09:00:09,"practice","center forward",5.46,2.09,1.73,1.15,0.44,0.04,0,0,0.47,0.04,55,26,26,12,13,2,0,4.32,23.8,4.69
"2389","22","BURCH","MARCO",2020-03-13 09:00:09,"practice","right back",5.44,2.34,1.81,0.94,0.29,0.04,0.03,0,0.34,0.07,46,58,11,22,7,7,3,4.1,27.51,4.56
"2390","23","MISTVAFOVIC","DAVID",2020-03-13 09:00:09,"practice","center back",5.65,2.03,1.87,1.35,0.35,0.04,0,0,0.39,0.04,67,42,22,19,5,7,1,4.35,24.66,5
"2391","28","TIA","CHEF",2020-03-13 09:00:09,"practice","center forward",5.26,2.27,1.62,0.91,0.39,0.07,0,0,0.45,0.07,25,31,11,22,3,7,0,4.01,23.66,4.1
"2392","77","RYDER","MATOS",2020-03-13 09:00:09,"practice","center forward",6.27,2.11,1.49,0.73,0.31,0.14,0.17,1.33,1.93,1.63,34,35,15,15,9,12,11,4.83,52.5,5.37
"2393","2","KAKABADZE","OTAR",2019-09-13 08:06:37,"practice","right back",4.29,2.21,1.45,0.4,0.15,0.04,0.04,0,0.23,0.08,22,9,7,3,2,1,4,3.49,27.05,4.41
"2394","3","CIRKOVIC","LAZAR",2019-09-13 08:06:37,"practice","center back",4.41,2.32,1.42,0.57,0.11,0,0,0,0.11,0,22,11,4,5,1,1,0,3.58,21.15,4
"2395","4","KNEZEVIC","STEFAN",2019-09-13 08:06:37,"practice","center back",4.48,2.31,1.61,0.41,0.15,0,0,0,0.15,0,30,10,8,4,0,0,0,3.77,20.11,3.94
"2396","5","ALVES","LUCAS",2019-09-13 08:06:37,"practice","center back",4.39,2.23,1.64,0.37,0.15,0.01,0,0,0.15,0.01,47,29,22,15,9,8,0,3.67,22.16,4.53
"2397","6","ARNOLD","REMO",2019-09-13 08:06:37,"practice","center midfield",4.78,2.18,1.71,0.67,0.21,0,0,0,0.21,0,24,4,9,2,2,0,0,4.27,21.24,4.32
"2398","7","IBRAH","NDIAYE",2019-09-13 08:06:37,"practice","left forward",4.2,1.61,1.24,0.75,0.31,0.16,0.13,0,0.59,0.29,61,33,26,24,12,14,14,3.64,26.86,5.28
"2399","9","MARGIOTTA","F",2019-09-13 08:06:37,"practice","ran center",4.14,1.99,1.43,0.51,0.2,0.01,0,0,0.21,0.01,17,28,8,16,4,9,0,3.51,21.97,5.02
"2400","11","SCHURPF","PASCA",2019-09-13 08:06:37,"practice","left forward",4.6,2.09,1.42,0.61,0.34,0.07,0.07,0,0.47,0.14,37,18,18,9,8,4,6,3.91,27.71,5.01
"2401","12","SIDLER","SYLVAN",2019-09-13 08:06:37,"practice","left back",4.74,2.33,1.58,0.57,0.15,0.03,0.07,0,0.25,0.1,39,22,11,8,1,1,4,3.88,28.81,4.43
"2402","14","VOCA","IDRIZ",2019-09-13 08:06:37,"practice","center midfield",4.71,2.25,1.53,0.69,0.23,0.01,0,0,0.24,0.01,19,9,13,2,4,0,0,3.88,23.09,7.61
"2403","15","SCHULZ","MARVIN",2019-09-13 08:06:37,"practice","center midfield",4.27,2.07,1.52,0.58,0.11,0,0,0,0.11,0,14,2,2,2,0,0,0,3.75,20.8,3.73
"2404","16","BINOUS","SALAH",2019-09-13 08:06:37,"practice","center forward",4,1.6,1.37,0.72,0.29,0.01,0,0,0.31,0.02,56,33,24,20,9,11,1,3.43,24.82,4.7
"2405","17","GRETHER","SIMON",2019-09-13 08:06:37,"practice","right back",4.23,2.06,1.51,0.37,0.17,0.07,0.05,0,0.28,0.12,12,20,3,9,1,2,4,3.67,27.42,4.26
"2406","20","DEMHASAJ","MIMI",2019-09-13 08:06:37,"practice","center forward",4.39,2.34,1.15,0.51,0.26,0.09,0.03,0,0.38,0.12,46,34,12,18,1,7,3,3.57,26.47,4.14
"2407","21","MALES","DARIAN",2019-09-13 08:06:37,"practice","center forward",4.18,1.97,1.33,0.57,0.22,0.07,0.01,0,0.29,0.08,49,23,23,18,8,6,2,3.48,24.69,5.45
"2408","27","SCHWEGLER","CHRISTIAN",2019-09-13 08:06:37,"practice","right back",3.77,2.07,1.22,0.25,0.1,0.05,0.08,0,0.22,0.13,11,10,4,6,1,3,4,3.22,27.65,4.58
"2409","77","RYDER","MATOS",2019-09-13 08:06:37,"practice","center forward",4.73,1.94,1.79,0.53,0.28,0.12,0.07,0,0.46,0.19,52,43,28,29,10,16,7,4.03,29.1,4.83
"2410","0","BALATUBAN","ASH",2020-10-13 12:59:24,"practice","left back",7.31,3.49,2.12,0.86,0.59,0.2,0.05,0,0.83,0.25,79,67,52,28,26,17,4,3.55,29.39,5.51
"2411","2","ALABI","SAMUEL",2020-10-13 12:59:24,"practice","amuel center",6.99,3.35,1.84,0.98,0.6,0.15,0.06,0,0.8,0.21,86,73,26,44,12,19,11,3.53,27.84,5.05
"2412","3","BÜRKI","MARCO",2020-10-13 12:59:24,"practice","left back",6.17,3.01,2.18,0.51,0.35,0.08,0.03,0,0.45,0.11,56,25,26,10,3,5,2,3.34,28,4.74
"2413","4","KNEZEVIC","STEFAN",2020-10-13 12:59:24,"practice","center back",6.41,2.97,2.51,0.67,0.17,0.06,0.01,0,0.25,0.07,19,19,8,10,1,8,3,3.52,24.87,4.18
"2414","5","ALVES","LUCAS",2020-10-13 12:59:24,"practice","center back",5.84,2.78,2.22,0.59,0.2,0.04,0.01,0,0.25,0.05,16,18,4,8,1,6,3,3.11,24.2,4.13
"2415","7","IBRAH","NDIAYE",2020-10-13 12:59:24,"practice","left forward",5.65,3.22,1.77,0.44,0.22,0.01,0,0,0.22,0.01,79,52,52,21,24,5,0,2.83,21.46,5.64
"2416","9","SORGIC","DEJAN",2020-10-13 12:59:24,"practice","ejan center",3.13,1.49,1.32,0.22,0.09,0,0,0,0.09,0,21,12,18,8,18,0,0,3.72,20.73,5.03
"2417","11","SCHURPF","PASCA",2020-10-13 12:59:24,"practice","left forward",5.68,3.55,1.7,0.29,0.14,0,0,0,0.14,0,50,10,33,1,17,0,0,3.01,21.83,5.01
"2418","13","NDENGE","TSIY",2020-10-13 12:59:24,"practice","center midfield",6.18,3.25,1.77,0.68,0.44,0.05,0,0,0.47,0.05,59,35,28,8,5,3,0,3.1,23.51,4.99
"2419","14","CARBONELL","ALEX",2020-10-13 12:59:24,"practice","lex center",6.71,3.09,2.2,1.05,0.33,0.04,0,0,0.36,0.04,72,31,31,15,14,3,0,3.65,23.54,4.68
"2420","15","SCHULZ","MARVIN",2020-10-13 12:59:24,"practice","center midfield",6.16,3.32,1.79,0.58,0.34,0.08,0.05,0,0.46,0.13,44,38,25,19,9,11,5,3.13,28,4.97
"2421","18","EMINI","LORIK",2020-10-13 12:59:24,"practice","orik center",6.96,3.66,1.97,0.96,0.3,0.06,0.02,0,0.37,0.08,53,37,28,21,10,7,1,3.33,25.6,4.83
"2422","20","ALOUNGA","YVAN",2020-10-13 12:59:24,"practice","left forward",6.08,4.11,1.51,0.27,0.17,0.01,0,0,0.18,0.01,44,34,26,7,22,1,0,2.8,23.68,5.19
"2423","21","LINO","LANG",2020-10-13 12:59:24,"practice","right midfield",6.34,3.35,1.91,0.68,0.37,0.03,0.01,0,0.39,0.03,54,44,38,20,17,8,1,3.13,25.41,5.26
"2424","23","TAZAR","VAROL",2020-10-13 12:59:24,"practice","left forward",6.34,2.93,1.71,0.75,0.72,0.16,0.08,0,0.93,0.23,59,54,39,35,19,20,8,3.38,27.7,5.1
"2425","28","MARLEKU","MARK",2020-10-13 12:59:24,"practice","center forward",6.8,3.24,2.04,0.95,0.53,0.05,0,0,0.57,0.05,90,33,57,17,27,10,0,3.38,22.52,5.04
"2426","77","F","UGRINIC",2020-10-13 12:59:24,"practice","ilip center",7.3,3.88,2.02,0.83,0.41,0.11,0.04,0,0.55,0.15,76,27,30,19,17,4,2,3.41,29.1,4.63
"2427","3","CIRKOVIC","LAZAR",2019-11-13 13:52:07,"practice","center back",4.01,2.21,1.46,0.3,0.04,0,0,0,0.04,0,26,18,12,10,4,2,0,3.23,19.42,4.3
"2428","4","KNEZEVIC","STEFAN",2019-11-13 13:52:07,"practice","center back",5,2.43,1.76,0.69,0.12,0.01,0,0,0.12,0.01,48,37,27,19,4,6,0,3.86,22.03,4.23
"2429","7","IBRAH","NDIAYE",2019-11-13 13:52:07,"practice","left forward",4.59,2.21,1.62,0.65,0.09,0.01,0.01,0,0.11,0.02,65,65,29,32,10,11,2,3.45,24.52,4.69
"2430","9","MARGIOTTA","F",2019-11-13 13:52:07,"practice","ran center",4.86,2.13,1.75,0.8,0.18,0,0,0,0.18,0,46,45,17,17,5,3,0,3.84,20.81,4.74
"2431","10","ELEKE","BLESSING",2019-11-13 13:52:07,"practice","center forward",4.69,2.81,1.44,0.36,0.08,0,0,0,0.07,0,30,36,8,12,3,5,0,3.22,19.5,4.45
"2432","17","GRETHER","SIMON",2019-11-13 13:52:07,"practice","right back",4.46,2.33,1.57,0.46,0.09,0,0,0,0.09,0,45,50,20,18,7,10,0,3.46,20.09,4.76
"2433","22","BURCH","MARCO",2019-11-13 13:52:07,"practice","right back",5.33,2.61,1.84,0.61,0.27,0.01,0,0,0.27,0.01,47,60,24,25,4,13,0,3.94,22.82,4.49
"2434","28","TIA","CHEF",2019-11-13 13:52:07,"practice","center forward",4.74,2.26,1.73,0.63,0.11,0,0,0,0.11,0,38,33,12,10,3,5,0,3.75,21.4,4.79
"2435","77","RYDER","MATOS",2019-11-13 13:52:07,"practice","center forward",4.63,2.1,1.75,0.65,0.11,0.01,0,0,0.12,0.01,58,43,24,27,5,11,1,3.71,24.82,4.53
"2436","3","CIRKOVIC","LAZAR",2020-01-14 14:30:08,"practice","center back",5.48,1.37,2.4,1.36,0.31,0.04,0,0,0.35,0.04,30,22,4,15,0,0,0,4.61,23.1,3.83
"2437","4","KNEZEVIC","STEFAN",2020-01-14 14:30:08,"practice","center back",7.22,1.64,2.76,1.22,1.4,0.14,0.05,0,1.59,0.19,81,35,48,17,13,9,6,5.8,26.81,4.41
"2438","5","ALVES","LUCAS",2020-01-14 14:30:08,"practice","center back",3.89,0.83,1.12,0.75,1.15,0.05,0,0,1.19,0.05,49,24,24,11,7,5,1,5.97,24.16,4.84
"2439","6","BALATUBAN","ASH",2020-01-14 14:30:08,"practice","left back",7.14,1.69,2.37,1.27,1.48,0.32,0.01,0,1.79,0.33,120,47,59,23,32,12,2,5.74,24.86,4.85
"2440","7","IBRAH","NDIAYE",2020-01-14 14:30:08,"practice","left forward",7.12,1.68,2.07,1.57,0.98,0.74,0.09,0,1.8,0.83,96,44,65,16,25,10,8,5.72,27.32,4.66
"2441","9","MARGIOTTA","F",2020-01-14 14:30:08,"practice","ran center",6.72,1.75,2.36,1.18,1.24,0.19,0,0,1.42,0.18,56,22,27,9,9,3,0,5.39,23.39,4.68
"2442","10","ELEKE","BLESSING",2020-01-14 14:30:08,"practice","center forward",6.93,1.84,2.47,1.12,1.1,0.4,0,0,1.49,0.4,80,32,33,15,12,5,1,5.54,24.18,5.37
"2443","12","SIDLER","SYLVAN",2020-01-14 14:30:08,"practice","left back",7.69,1.84,2.48,1.61,1.26,0.47,0.03,0,1.74,0.5,105,41,57,22,31,15,3,6.16,26.18,4.91
"2444","13","NDENGE","TSIY",2020-01-14 14:30:08,"practice","center midfield",6.96,1.71,2.2,1.48,1.2,0.36,0.01,0,1.56,0.37,56,22,47,9,27,4,1,5.57,25.91,5.08
"2445","14","VOCA","IDRIZ",2020-01-14 14:30:08,"practice","center midfield",7.51,1.48,2.25,2.15,1.32,0.3,0.01,0,1.61,0.3,90,30,46,9,33,3,1,6.02,24.81,5.25
"2446","15","SCHULZ","MARVIN",2020-01-14 14:30:08,"practice","center midfield",6.49,1.64,2.26,1.52,0.85,0.2,0.01,0,1.05,0.21,66,15,26,4,8,2,2,5.55,24.27,5.08
"2447","17","GRETHER","SIMON",2020-01-14 14:30:08,"practice","right back",3.03,0.88,1.43,0.5,0.2,0.01,0.01,0,0.21,0.02,25,9,7,3,4,0,1,4.22,26.55,4.28
"2448","18","EMINI","LORIK",2020-01-14 14:30:08,"practice","orik center",6.96,1.59,2.57,1.33,1.06,0.39,0.02,0,1.45,0.4,67,46,41,20,23,7,2,5.58,26.12,4.73
"2449","19","LANG","LINO",2020-01-14 14:30:08,"practice","left forward",7.41,1.54,2.38,1.77,1.22,0.44,0.05,0,1.69,0.49,92,32,45,19,32,6,7,5.97,27.64,5.23
"2450","20","DEMHASAJ","MIMI",2020-01-14 14:30:08,"practice","center forward",7.06,1.69,2.22,1.45,1.46,0.21,0.02,0,1.68,0.23,62,37,28,24,12,6,3,5.68,26.88,4.68
"2451","21","MALES","DARIAN",2020-01-14 14:30:08,"practice","center forward",7.2,1.66,2.18,1.61,1.31,0.44,0.01,0,1.74,0.44,104,42,50,21,27,8,1,5.78,25.87,5.04
"2452","22","BURCH","MARCO",2020-01-14 14:30:08,"practice","right back",7.25,1.74,2.55,1.39,1.31,0.25,0,0,1.55,0.26,94,54,49,28,28,11,1,5.83,24.42,4.78
"2453","23","MISTVAFOVIC","DAVID",2020-01-14 14:30:08,"practice","center back",7.62,1.36,2.34,1.97,1.03,0.9,0.03,0,1.94,0.92,115,51,53,31,41,13,3,6.14,25.54,5.11
"2454","28","TIA","CHEF",2020-01-14 14:30:08,"practice","center forward",7.8,1.58,2.28,1.71,1.32,0.79,0.12,0,2.21,0.9,101,61,55,28,26,13,9,6.27,28.64,4.97
"2455","77","RYDER","MATOS",2020-01-14 14:30:08,"practice","center forward",6.87,1.85,2.42,0.95,1.21,0.35,0.08,0,1.64,0.43,65,25,33,21,9,11,8,5.55,27.98,5.46
"2456","3","BÜRKI","MARCO",2021-01-14 08:59:28,"practice","left back",4.78,1.96,1.7,0.85,0.23,0.03,0.01,0,0.26,0.04,66,49,42,24,31,9,2,4.21,24.96,5.24
"2457","7","IBRAH","NDIAYE",2021-01-14 08:59:28,"practice","left forward",5.13,1.82,1.46,1.14,0.59,0.1,0.02,0,0.69,0.12,87,78,35,47,16,23,3,4.47,27.41,5.3
"2458","9","SORGIC","DEJAN",2021-01-14 08:59:28,"practice","ejan center",4.43,2.12,1.32,0.77,0.21,0.01,0,0,0.2,0.01,43,61,12,26,3,8,0,3.73,21.63,4.16
"2459","13","NDENGE","TSIY",2021-01-14 08:59:28,"practice","center midfield",5.55,1.97,2.12,1.18,0.24,0.04,0,0,0.27,0.03,72,62,36,33,17,20,0,4.79,23.92,5.13
"2460","15","SCHULZ","MARVIN",2021-01-14 08:59:28,"practice","center midfield",5.02,2.11,1.58,0.99,0.32,0.01,0,0,0.33,0.01,51,29,28,10,11,3,0,4.38,22.53,4.4
"2461","17","GRETHER","SIMON",2021-01-14 08:59:28,"practice","right back",5.1,1.86,1.55,1.22,0.41,0.05,0.02,0,0.46,0.06,81,66,35,28,21,8,1,4.49,27.22,4.97
"2462","18","EMINI","LORIK",2021-01-14 08:59:28,"practice","orik center",5.59,1.84,1.95,1.37,0.39,0.04,0,0,0.42,0.04,78,71,50,28,15,3,0,4.93,23.99,4.56
"2463","19","OWUSU","TYRON",2021-01-14 08:59:28,"practice","left forward",5.59,1.91,1.98,1.46,0.25,0,0,0,0.24,0,50,37,29,17,16,7,0,4.94,21.35,4.98
"2464","20","ALOUNGA","YVAN",2021-01-14 08:59:28,"practice","left forward",5.01,2.09,1.58,0.98,0.32,0.03,0.01,0,0.35,0.04,66,53,26,26,10,10,1,4.25,25.41,4.66
"2465","21","LINO","LANG",2021-01-14 08:59:28,"practice","right midfield",5.54,1.94,1.94,1.21,0.38,0.06,0.01,0,0.43,0.07,82,59,46,34,17,17,1,4.89,25.23,5.1
"2466","22","BURCH","MARCO",2021-01-14 08:59:28,"practice","right back",5.36,2.05,2.02,1.08,0.21,0.01,0,0,0.21,0.01,87,65,48,33,16,16,0,4.73,23.71,4.8
"2467","23","TAZAR","VAROL",2021-01-14 08:59:28,"practice","left forward",4.63,1.83,1.46,0.97,0.36,0.02,0,0,0.36,0.02,71,52,31,26,14,7,1,4.05,24.25,5.06
"2468","25","FRYDEK","MARTIN",2021-01-14 08:59:28,"practice","artin left",4.34,1.86,1.28,0.82,0.31,0.06,0,0,0.37,0.07,40,29,18,18,5,5,3,3.65,24.18,4.28
"2469","27","SCHWEGLER","CHRISTIAN",2021-01-14 08:59:28,"practice","right back",4.52,1.88,1.48,0.83,0.3,0.03,0,0,0.32,0.03,68,56,36,25,13,11,0,3.96,23.39,4.68
"2470","28","MARLEKU","MARK",2021-01-14 08:59:28,"practice","center forward",5.24,1.98,1.65,1.08,0.49,0.04,0,0,0.52,0.04,51,64,13,31,6,18,1,4.59,24.01,4.58
"2471","77","F","UGRINIC",2021-01-14 08:59:28,"practice","ilip center",6.02,1.84,2.1,1.36,0.67,0.04,0,0,0.7,0.04,93,50,51,19,28,5,1,5.3,24.43,4.89
"2472","4","KNEZEVIC","STEFAN",2020-07-14 12:57:14,"practice","center back",4.28,2.12,1.5,0.53,0.13,0.01,0,0,0.13,0.01,31,27,9,12,3,7,0,3.85,21.86,4.24
"2473","6","BINOUS","SALAH",2020-07-14 12:57:14,"practice","center forward",4.7,2.4,1.58,0.59,0.11,0.01,0.01,0,0.13,0.02,67,62,30,38,12,21,1,3.98,25.51,5
"2474","12","SIDLER","SYLVAN",2020-07-14 12:57:14,"practice","left back",4.76,2.45,1.56,0.59,0.16,0.01,0,0,0.16,0.01,56,50,15,25,3,12,0,4.1,22.69,4.07
"2475","19","OWUSU","TYRON",2020-07-14 12:57:14,"practice","left forward",4.88,2.21,2,0.57,0.07,0.01,0.01,0,0.09,0.02,25,20,10,7,3,3,1,4.12,27.89,4.83
"2476","20","JASHARI","ARDON",2020-07-14 12:57:14,"practice","center midfield",4.88,2.24,1.78,0.68,0.18,0,0,0,0.17,0,39,52,20,21,4,8,0,4.24,20.39,4.38
"2477","23","MISTVAFOVIC","DAVID",2020-07-14 12:57:14,"practice","center back",4.67,2.23,1.55,0.7,0.19,0,0,0,0.18,0,53,60,20,34,10,15,0,4.09,21.35,5.11
"2478","28","MARLEKU","MARK",2020-07-14 12:57:14,"practice","center forward",4.85,2.27,1.67,0.75,0.16,0,0,0,0.16,0,36,40,11,20,0,0,0,4.29,22.15,3.99
"2479","2","KAKABADZE","OTAR",2019-09-14 08:04:39,"practice","right back",5.24,2.61,1.57,0.81,0.22,0.03,0.01,0,0.25,0.04,30,20,5,9,2,2,2,3.93,25.61,4.5
"2480","3","CIRKOVIC","LAZAR",2019-09-14 08:04:39,"practice","center back",5.24,2.31,1.87,0.95,0.1,0,0,0,0.1,0,15,25,2,6,1,1,0,4,17.96,4.17
"2481","4","KNEZEVIC","STEFAN",2019-09-14 08:04:39,"practice","center back",5.14,2.53,1.52,0.87,0.22,0,0,0,0.22,0,32,31,10,14,3,7,0,4.04,20.99,4.26
"2482","5","ALVES","LUCAS",2019-09-14 08:04:39,"practice","center back",4.81,2.36,1.41,0.75,0.29,0.01,0,0,0.29,0.01,43,46,14,18,5,10,0,3.62,21.67,4.34
"2483","6","ARNOLD","REMO",2019-09-14 08:04:39,"practice","center midfield",4.85,2.07,1.71,0.87,0.19,0.01,0,0,0.2,0.01,26,38,11,22,1,9,0,4.3,22.38,4.09
"2484","7","IBRAH","NDIAYE",2019-09-14 08:04:39,"practice","left forward",5.02,2.22,1.3,1.1,0.36,0.01,0.02,0,0.39,0.03,78,72,34,43,10,15,2,4.04,26.63,4.85
"2485","9","MARGIOTTA","F",2019-09-14 08:04:39,"practice","ran center",5.36,2.48,1.57,1,0.29,0.01,0.01,0,0.31,0.02,44,38,13,25,4,10,1,4.17,25.37,4.46
"2486","11","SCHURPF","PASCA",2019-09-14 08:04:39,"practice","left forward",5.15,2.65,1.42,0.74,0.31,0.03,0,0,0.34,0.04,31,38,16,23,8,0,1,3.9,24.46,4.77
"2487","12","SIDLER","SYLVAN",2019-09-14 08:04:39,"practice","left back",5.54,2.61,1.68,0.96,0.26,0.02,0,0,0.28,0.03,58,39,23,17,10,9,1,4.32,24.39,4.95
"2488","14","VOCA","IDRIZ",2019-09-14 08:04:39,"practice","center midfield",6.17,2.52,2.28,1.1,0.15,0.03,0,0.1,0.25,0.1,31,28,15,7,5,3,1,4.49,122.19,44.67
"2489","15","SCHULZ","MARVIN",2019-09-14 08:04:39,"practice","center midfield",5.27,2.61,1.49,0.86,0.25,0.06,0,0,0.3,0.06,23,29,14,15,2,4,0,3.92,23.99,4.52
"2490","16","BINOUS","SALAH",2019-09-14 08:04:39,"practice","center forward",4.78,2.2,1.52,0.81,0.23,0.01,0,0,0.24,0.01,47,53,27,20,5,12,1,3.85,24.61,4.35
"2491","17","GRETHER","SIMON",2019-09-14 08:04:39,"practice","right back",4.93,2.37,1.52,0.79,0.25,0,0,0,0.25,0,42,32,17,16,9,10,0,3.86,21.13,5.22
"2492","20","DEMHASAJ","MIMI",2019-09-14 08:04:39,"practice","center forward",5.34,2.56,1.61,0.92,0.24,0.01,0,0,0.25,0.01,44,34,20,12,6,7,0,4.1,22.78,6.31
"2493","21","MALES","DARIAN",2019-09-14 08:04:39,"practice","center forward",5.41,2.18,1.45,1.39,0.39,0.01,0,0,0.38,0.01,62,53,22,21,13,5,0,4.39,22.62,4.71
"2494","27","SCHWEGLER","CHRISTIAN",2019-09-14 08:04:39,"practice","right back",4.47,2.38,1.35,0.56,0.16,0.01,0,0,0.17,0.01,32,34,15,11,4,7,1,3.42,24.01,4.18
"2495","77","RYDER","MATOS",2019-09-14 08:04:39,"practice","center forward",5.44,2.49,1.82,0.84,0.28,0.01,0,0,0.29,0.01,43,42,18,21,8,5,0,4.17,23.66,4.85
"2496","4","KNEZEVIC","STEFAN",2019-10-14 12:58:17,"practice","center back",5.96,2.38,2.27,0.79,0.43,0.08,0,0,0.51,0.08,66,42,36,24,14,8,0,4.14,23.52,4.88
"2497","5","ALVES","LUCAS",2019-10-14 12:58:17,"practice","center back",5.24,2.41,1.89,0.59,0.29,0.04,0.02,0,0.34,0.06,59,43,30,24,10,11,2,3.79,27.28,5.28
